Title,ReplyIndex,CrawlingTime,Content,Like,Hate
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",15,2020.9.16 0:34,"사실, 틀린 말은 아니잖아? 문재앙 실책 무마하기 위해서 영웅 만드는 거지, 초기차단도 못 했고, 마스크 수출, 임시공휴일, 외식쿠폰, 연휴 통행료면제... 오히려 문재앙정권이 전염병 더 퍼지게 만드는 걸 하나도 못 막았잖아. 정권은 전염병이 퍼지면 퍼질수록 이익이야. 야당은 손해고. 그것만 알고 있어라.",127,6
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",16,2020.9.16 0:34,"정확한지적, 브리핑밖에 한게 없다, 문재인쇼에 이용당한거 맞음, 의사,간호사가 다했음, 그리고 마스크 국민들",109,7
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",17,2020.9.16 0:34,하긴 맞는말이지 ㅋㅋㅋ 일선에서 일하는 의료진이 진정한 영웅이지;;,103,10
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",18,2020.9.16 0:34,코로나 초기 중국을 차단해서 지금까지 500명 확진에 사망자 7명을 낸 대만의 코로나 영웅은 자기 본래의 일인 교수로 돌아갔다 그 사람이 말하길 가장 중요한게 중국차단이었다고 말했지 대만은 대한민국보다더 중국과 교류했고 거리상으로 113키로 떨어진 나라이다 차단했다고 대만 망했나?,94,4
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",19,2020.9.16 0:34,정부입맛에 브리핑하는게 다지 뭐한거있다고의사샘말 구구절절 다 옳네,98,9
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",20,2020.9.16 0:34,현장 의료인이 고생많이 했지. 그런데 이 사람도 고생하지 않아다고 생각들지 않는다. 정치적 접근으로 TV앞에 나오게 되었지만 어쨌든 초반에 국민에게 신뢰성을 주어 큰 동요없이 정보를 공개한 창구 역할은 제대로 했다. 그저 다~ 고생했는데 정권이 한명만 칭찬하는 것 같아 보기가 안좋을 뿐이다.,97,9
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",1,2020.9.16 0:34,할말을 잃었다.. 이거 세금 아니니???,208,3
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",2,2020.9.16 0:34,이 정부는 세금을 지들 쌈짓돈 생색내기용으로 생각하는게 이번으로 완전히 들어났내 미친정부...,48,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",3,2020.9.16 0:34,"세금은 필요한 곳에 쓰는 게 아니었군요. 연줄과 운빨만 맞으면 놀고 먹는 세상, 누군 빰범벅 택배를 나르고 또 누군 폐지 하나라도 모아 빵 사먹는 판국에, 예술 간판 하나만 달아도 놀고 먹게 하는 정부",43,1
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",4,2020.9.16 0:34,베네수엘라가 남의 일이 아니구나,33,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",5,2020.9.16 0:34,나라빚이 1000조인데 공뽑기로 돈뿌릴 처지가 되냐?,28,1
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",6,2020.9.16 0:34,"박근혜의 무능보다 더 한심한 무능이다. 세월호 국민들이 죽어나가지 않았다면 정권조차 잡을 수 없었던 무리들, 전문가 말은 무시하고 코로나 방역실패로 지금도 세월호 이상의 국민들이 죽어나간다. 남의 죽음으로 자신들의 권력을 유지하는 정말 사악한 정권이다.",10,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",7,2020.9.16 0:34,당신의 돈이라면 이리 쓰겠습니까? 이제 한심함을 넘어 분노가 느껴집니다,9,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",8,2020.9.16 0:34,남의 돈 가지고 별짓을 다하네...,7,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",9,2020.9.16 0:34,나라가 미쳐 돌아가는구나,6,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",10,2020.9.16 0:34,이번정부 역시 하는짓이 예술이네.,6,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",11,2020.9.16 0:34,이게 나라냐 그냥 대책없이 세금을 그냥 낭비하는구나 소상공인 저소득층 노동자들한테 좀 더 잘살수 있는 근거를 마련해 줘야지 즉흥적 해결책 어느 돌대가리들이 하는지 한심하다,6,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",12,2020.9.16 0:34,이거 진정 이나라에서 이루어지고 있는 일. 인가!뽑기로 돈주고 그래서 정권 유지시키고 열심히. 안해도 나중에 찍어만 주면되니께,5,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",13,2020.9.16 0:34,"하여간 문정권은 세우는 정책들마다, 주절거리는 말들마다 정상적인게 하나도 없네...",5,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",14,2020.9.16 0:34,"정말 개떡같은 세상, 개판이고 말세로구나!",5,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",15,2020.9.16 0:34,와~~ 무능을 이렇게 ? 한번도 경험해보지 못한 나라다. 나라가 우습냐? 이 C 민주당 것들아!,5,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",16,2020.9.16 0:34,100만원이 조촐한 다과비라고~??,4,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",17,2020.9.16 0:34,"캬..진짜 대단하다., ,어찌 저따구 발상을...아니다, , 저들에게는 저게 너무나....저들에게는 평범하다는걸 우리는 알아야지......,",4,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",18,2020.9.16 0:34,개콘이 없어진 이유 = 정권 하는 짓이 더 웃기니까,4,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",19,2020.9.16 0:34,이젠 개그프로까지 하는구먼 ㅋㅋ,3,0
"""로또냐"" 공뽑기로 100만원씩 준다, 이게 추경 예술지원사업",20,2020.9.16 0:34,ㅋㅋ 진정.. 민주화 외치는 것들때문에 민주주의가 퇴보했네 ㅋㅋ,3,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",1,2020.9.16 0:34,독일 의술 대단하네요~~,299,1
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",2,2020.9.16 0:34,푸틴은 죽이고 싶은 사람이 스스로 자살하게 하는 방법을 모르는구나 모진 놈들이 권력판에서 우글대는 한국 와서 배워가라,98,6
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",3,2020.9.16 0:34,치사하게 암살하려하다니!!!,63,1
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",4,2020.9.16 0:34,푸틴 역풍불어 이번선거에 질지도 모르겠네.. 러시아도 우리나라 전자계표기 도입이 시급하겠구만~ㅋㅋ 중앙선관위가 좀 도와줘라~푸티니~좀~~,49,11
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",5,2020.9.16 0:34,러시아는 푸틴때문에 후진국되겠누,23,2
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",6,2020.9.16 0:34,"저런 북한, 중국, 러시아를 빠는 문재인은 제정신이 아님",7,2
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",7,2020.9.16 0:34,정말 푸틴과 아베는 없어져야할 쓰레기들이다~이름만들어도 스트레스 덩어리,6,1
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",8,2020.9.16 0:34,독일이어서 살었네~러시아였으면 벌써 죽었을텐데~푸틴 너무 무섭네,5,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",9,2020.9.16 0:34,덕혜옹주를 본 받으세요 항상 보온병에 자기가 마실 물은 몸에 지니고 다녔담니다,4,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",10,2020.9.16 0:34,대단하다 다시 러시아로 가겠다는 저 정신. 꼭 승리하시길!!,3,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",11,2020.9.16 0:34,독일의료진 정말 대단하네요존경합니다,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",12,2020.9.16 0:34,나발이 불사신이네 다시 살아난것 축하한다 푸딩 그넘은 아주 인견멸쫑 나쁜넘이다,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",13,2020.9.16 0:34,화이팅 나발니 건강 회복 기원!!,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",14,2020.9.16 0:34,정말 다행이네요~~ 그냥 독일서 지내시징 ㆍㆍㆍ ㅠㆍㅠ,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",15,2020.9.16 0:34,러시아 푸틴의 뻔뻔한 거짓과 음모 . 살벌하다,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",16,2020.9.16 0:34,나발니가 깨어나서 정말 다행이다,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",17,2020.9.16 0:34,푸틴 귓뽕쌩이 한데 갈겨줘,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",18,2020.9.16 0:34,정말 다행입니다,2,0
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",19,2020.9.16 0:34,푸틴스럽다 독재하고 싶어서 반대편은 독살시켜 버리는구나,2,1
"혼수상태 깨어난 '독극물 중독증' 러 나발니 SNS에 사진 올…""스스로 숨쉬기 시작했다""…크렘린 ""나발니 회복되면 기쁠 것"" (모스크바=연합뉴스) 유철종 특파원 = 독극물 중독 증세로 독…",20,2020.9.16 0:34,푸틴이야말로 암살당해야 될 인물이다,1,0
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",1,2020.9.16 0:34,죽였는지 불분명한 야생곰도 바로 안락사시키는데 개가 사람 물어죽여도 안락사도 처벌도 안하는 우리나라는 좋은 나라야 정신나간 나라야,5980,203
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",2,2020.9.16 0:34,곰재앙 이 미국에도 있었나? 우리나라만 보유한줄.,2307,1140
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",3,2020.9.16 0:34,솔직히 안락사한 곰도 불쌍하다 입장금지 시켜라,1066,149
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",4,2020.9.16 0:34,청와대 선물하고싶다,1428,529
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",5,2020.9.16 0:34,와 무섭다.. 얼마나 무서웠을까? 삼가 고인의 명복을 빕니다,604,35
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",6,2020.9.16 0:34,아깝다 파란집 잔디밭애 풀어놓으면 자동정리되는데,263,125
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",7,2020.9.16 0:34,동물을 사랑하지만 사람을 해치는 모든 동물은 안락사가 답이고 묻지마살인등 무고한 사람을 해치는 그 가해자도 사형이 답이다.피해자 가족들은 가족을 작별인사없이 갔다올게 다녀오겠습니다 하며 나갔는데 인면식도 없는 사람에게 살해당하고 그 가해자는 피해자가족이 낸 세금으로 삼시세끼 먹으며 형량받고와서 또다른 제2~3에 피해자가 발생하겠지ㅠ묻지마 살인은 사형이 답이다,137,7
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",8,2020.9.16 0:34,6.25 참전용사 조롱한 개그맨인지 뭔지 하는 김민교 개는 안락사 시켰나요? 80대 할머니 물어 죽였잖아요,130,8
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",9,2020.9.16 0:34,사람 맛을 본 곰이라 이후 사람 습격을 더 쉽게 하는 경향이 있어서 안락사 시킨거... 사람 = 먹어도 되는 것이라고 이미 곰한테 인식이 생겼을테니까 그리고 식인 경험이 있는 동물들은 사람 사냥이 일반 야생동물 사냥보다 쉽기 때문에 사람 사냥을 더 선호하게 되는 경향이 있음,77,1
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",10,2020.9.16 0:34,도대체 곰이 있는데 야영을 왜하냐 ㅋㅋㅋㅋ 곰들이 순둥순둥하냐? ㅋㅋㅋ 앉어! 하면 앉냐? ㅋㅋㅋ 왜 화를자초하는지 모르겠네 ㅋㅋㅋ,72,9
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",11,2020.9.16 0:34,곰나오는 데를 함부로 쳐간놈들 이해불가. 자연이 얼마나 무서운 지도 모르고 ㅉㅉㅉ,40,7
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",12,2020.9.16 0:34,곰 서식지에 왜 굳이 가서 야영을.. 곰은 배고프면 사람이던 연어든 꿀이던 먹을꺼 아닌가. 사람이 피해서 안전한곳에서 야영했으면 사람도 곰도 안전했을것 아닌가요. 안타깝네요.,35,3
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",13,2020.9.16 0:34,흑곰에게 문재인 추미애 윤미향 김현미 부탁할려고 했는데휴~,41,14
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",14,2020.9.16 0:34,이런글도 정치와 연관시킨다고 하는 사람들도 있지만 오죽하면 그럴까 싶은 생각이 듭니다.아무리 잘못짓을 저질러도 자기들은 잘못한게아니라는 전라도좌파와 대깨문들을 보고 나또한 화병이 났습니다.,40,17
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",15,2020.9.16 0:34,문재인 휴가내어 그공원 에 야영가면 좋을건데 그후에는 추미애 가 가고,50,28
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",16,2020.9.16 0:34,우리나라에도 지리산에 반달곰 복원한다고 설치는 이상한 사람들이 있는데,25,4
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",17,2020.9.16 0:34,미국이 부러운 이유는 사람죽인 동물은 반드시 살처분한다 그런데 한국은 사람 물어죽인 개들을 그냥둔다,21,4
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",18,2020.9.16 0:34,한국도 저렇게 될지 모른다. 지리산 등산객 반달곰이 덮치는 사건 날껄?,18,2
"""으악! 흑곰이 사람 먹고있어” 美 유명 국립공원 발칵",19,2020.9.16 0:34,저곰은 한명 죽였지 청와대에 곰재인은 몇천만명 죽이는중,32,17
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",1,2020.9.16 0:34,푸틴아 허술하게 그렇게 하는거 아니야 여기 그놈에게 좀 배워라 한방에 보내고 부검도 안하는 사후처리까지,607,14
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",2,2020.9.16 0:34,재앙아 나 안죽었어 하고 노무현이 살아돌아왔으면,419,68
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",3,2020.9.16 0:34,니발니. 꼭. 푸틴을 없애고 러시아의 대통령이 되세요. 대한민국도 남조선인민공화국을 꿈꾸는 인간을 몰아내는 날을 애타게 기다립니다.,331,11
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",4,2020.9.16 0:34,꼭 회복해서 러시아의 악마 푸친이를 제거해 주세요. 대문호 톨스토이 투르게네프 도흐토업치킨의 나라를 스탈린 후예 푸친이가 조짐,96,2
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",5,2020.9.16 0:34,얼마나 가족들이 가슴이 철컹 했을까요..건강하게 안전하게 가족의 품으로 돌아옴에 축하합니다.,74,3
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",6,2020.9.16 0:34,공산주의 국가의 실상이다~~우리나라에서는 자살로 위장하는데~ㅋㅋ,30,2
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",7,2020.9.16 0:34,"마크롱, 폼페이오! 한국 부정선거와 문재앙 코로나 사기방역에 대해서도 관심좀 가져라!!",19,1
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",8,2020.9.16 0:34,서진핑=푸틴=김정은=문재앙,17,1
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",9,2020.9.16 0:34,나바니를 도운 독일 시민단체가 부럽다. 우린 어용 아니면 급조된 정치편향적 단체거나 학생돈 빼돌리고 위안부 할머니 팔아먹는 사기단체?들이 득세하는데..저런 순수한 시민단체 본연의 일을 하는 시민단체가 있는 독일은 선진국이다.,16,1
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",10,2020.9.16 0:34,살아있다는 자체가 푸틴에게는 앞으로 어마어마한 중압감일듯,14,0
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",11,2020.9.16 0:34,이 기사를 청와대에 사는 공산주의자가 싫어합니다.,11,0
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",12,2020.9.16 0:34,문재인에 비하면 푸틴은 천사지,10,1
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",13,2020.9.16 0:34,우리 재인 동무한테 자살시키는 방법 좀 배워야겠다 푸틴동무,8,1
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",14,2020.9.16 0:34,"노무현, 노회찬, 박원순 차례로 소리소문 없이 보내버린 그재앙한테 한수 배우셔야겠네",7,2
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",15,2020.9.16 0:34,"푸틴,씨진핑,깜은 안되지만 김정은,그리고 꼬붕 문재인.",6,1
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",16,2020.9.16 0:34,푸틴 시진핑 김정은 문재인 이 사인방 공산당 놈들만 지옥으로 가면 세계 평화가 온다...,5,0
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",17,2020.9.16 0:34,대단하다. 도와준 독일 시민단체도 대단하고~~,5,0
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",18,2020.9.16 0:34,지구상악마 푸틴 시진핑 정은이 제거하자,5,0
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",19,2020.9.16 0:34,러시아도 이제는 자유민주주의 체제의 니발리 정부가 세워져야 합니다,5,0
"푸틴, 나 안 죽었어... 정적 나발니, 인공호흡기 떼고 인증…",20,2020.9.16 0:34,푸틴...인제 우야겠노~... 머리털이 쭈뼛거리것다..아!! 니 멀카락 읎제! 나발디가 조만간에 갈끼다~..,5,0
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",1,2020.9.16 0:34,미국이 언제부터 이리 마스클 열시미 썼나?,2087,36
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",2,2020.9.16 0:34,양쪽말 다 들어봐야지.마스크쓰라니깐 간식먹는동안만 봐달라고 뻐팅기다 내리라니깐 그제서야 마스크쓰게한건아닌지,714,36
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",3,2020.9.16 0:34,하나하나 봐주면 한도 끝도없지 왜 꾸역꾸역 먹이느라 마스크를 벗기는지 타기전에 먹였어야하고 그럴자신 없으면 타질마라,595,190
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",4,2020.9.16 0:34,나도 저 아줌씨 말을 다믿을수가 없다. 온갖 짜증 트집잡다가 저랬을 가능성을 생각안할수가 없다.,272,19
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",5,2020.9.16 0:34,저거 말이 안되는게 지난주에 워싱턴주에서 보스턴 까지 가는데 승무원들이 간단한 음료와 스낵을 서브해서 마스크 벗고 와이프와 같이먹었는데 기사가 뭔가가 이상하다.아마도 다른 이유가 있는가 싶다.,194,4
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",6,2020.9.16 0:34,2살 아이가 마스크를 한번 내렸다고 회항까지 했다구? 정말이지 대단하다...,113,52
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",7,2020.9.16 0:34,다른기사 보면 미국 나이로 2살이고 한국나이로 4살이고 미국내 이동이라 기내식금지되있고 마스크 내리면 즉시 추방이라고 각서썼고 기내방송 계속했는데 젤리먹느라 내렸다고 승무원이 주의줬는데 두세번 내렸다더라 그래서 쫒아냈대 쫌 알고나 쉴드쳐라 애기들 어리지만 지금 호흡곤란와서 약먹는것도 아니고 어린애기가 막무가내 울고 조르면 살짝 기내화장실에 가서 몰래먹이고 차분히 잘설명했어야지 뭐 무조건 빽!!!!!이냐 대깨문들마냥!!! 좀 조심하라고 서로를 위해 규칙은 지켜야지 하나하나 사정봐주면 규정은 왜있냐!!!각서는 왜써!! 맘카페 대깨문이냐,52,6
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",8,2020.9.16 0:34,융통성? 그럼 전부 마스크 잠시 벗을 이유가 다 있다. 원칙대로해야 다른 사람들도 안벗지. 지하철에서 7살짜리랑 엄마가 화장실 줄 서 있는데 너무 급해 여자 아이가 찡찡거리니 엄마가 -너가 급하듯 다른 사람도 다 급하니 조금만 더 줄 기다리자-고 가르치더라. 그 말 듣고 앞에서 다 양보해줌. 이렇게 큰 애와 무작정 아기니까 아기급하니 먼저할게요라며 들이미는 엄마 밑에 큰 애는 천지차이다,46,4
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",9,2020.9.16 0:34,울 나라는 지하철에서도 하차시키기 힘든데,42,1
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",10,2020.9.16 0:34,우리나라도 좀 저렇게 강력하게 대응했으면 좋겠다 ㅡㅡ,38,1
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",11,2020.9.16 0:34,아니 2살이 마스크못끼고있을거같으면 비행기를 타지말아야지항공사는 규정대로했을뿐2살이라고 무증상감염자가 아닐 이유는 없잖아?,42,8
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",12,2020.9.16 0:34,"관점을 정확히 봐야 함. 2살짜리가 마스크 안내리고 쓰고 있는게 불가능하다는 걸 알지. 아니까. 비행 스케줄을 잡으면 안되는거지. 저 기사의 자폐아동도 마찬가지임. 자폐아니까 한번만 봐주세요 해서 될 일이 아니고. 2살이든 자폐아든 그 누구든. 누구에 촛점을 둘게 아니라. 밀폐된 밀접시설을 이용할때. 나이가 몇이든, 무슨 문제가 있든. 마스크를 착용할수 없다면. 그 시설을 이용하면 안된다는 것임. 자폐아라고 마음이 짠하다고 마스크 없이 한 공간에 있으라면 있겠음?",35,4
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",13,2020.9.16 0:34,설마 바로 쫓아냈겠냐? 여러번 권고하고 경고했는데도 지키지 않으니 그랬겠지... 이런 사건은 한쪽말만 들음 알 수 없다.,31,1
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",14,2020.9.16 0:34,만2세..키워보면 알지만 징징거리고 떼쓴다. 괜히 미운4살이란 말이 나온게 아니다. 마스크 잡아빼고 던지고 난리치는거 알기에 사람 모이는 곳에는 가지 못한다.,24,1
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",15,2020.9.16 0:34,애가 돈주고 간식을 삿겟냐 엄마가 간식을 줬으니까 먹으려고 바스크 벗은거지 본인이 한행동을 통해 애가 마스크 벗은건데 애엄마는 본인이한 행동은 언급안하고 2살인데 그럴수잇다면서 애책임으로 돌리네,25,3
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",16,2020.9.16 0:34,"나도 세살아이 키워서 어느정도 이해는 되지만 규정은 규정이니 어쩔수없다. 비행기 타기전에 미리 먹이든가.. 이시국에 두살짜리 데리고 비행기 탈때는 만반의 준비를 했어야지. 잠깐은 괜찮겠지, 아기니까 괜찮겠지라는 안일한 생각은 접어야된다.",24,2
"간식먹느라 마스크 내린 두살배기, 엄마랑 비행기서 쫓겨났…",17,2020.9.16 0:34,방역은 저렇게 과하다싶을정도로 해야한다.,21,2
